1,2,4,8,10
134.58,68.80,35.40,19.30,16.57
134.29,68.39,35.54,19.35,16.49
134.79,68.78,35.47,19.45,16.60
134.53,68.80,35.43,19.26,16.52
134.26,68.84,35.35,19.30,16.52
134.54,68.74,35.40,19.30,16.55
134.41,69.54,35.51,19.36,16.59
134.44,69.34,35.50,19.26,16.52
134.66,69.05,35.19,19.42,16.58
134.74,69.08,35.35,19.27,16.39
