1,2,4,8,10
15.06,7.82,5.90,6.11,5.94
14.56,7.44,5.85,6.02,5.88
14.45,7.79,5.70,5.92,6.15
14.72,7.55,5.75,5.97,5.95
14.42,7.52,6.08,5.96,6.03
14.26,7.77,5.83,5.94,5.98
14.38,7.74,5.81,5.87,5.92
14.35,7.59,5.78,5.93,6.16
14.03,7.70,5.80,5.95,6.00
14.45,7.49,5.76,5.82,5.96
